,Sat2Earth_x,Sat2Earth_y,Sat2Earth_z
22007,-18363,-1933.6,519.84
22008,-18404,-2048.5,481.77
22009,-18444,-2163.2,443.68
22010,-18482,-2277.8,405.55
22011,-18519,-2392.3,367.37
22012,-18555,-2506.7,329.16
22013,-18590,-2621.1,290.9
22014,-18624,-2735.3,252.58
22015,-18656,-2849.5,214.22
22016,-18688,-2963.6,175.79
22017,-18718,-3077.7,137.3
22018,-18747,-3191.8,98.734
22019,-18775,-3305.9,60.098
22020,-18801,-3420,21.382
22021,-18827,-3534.2,-17.42
22022,-18852,-3648.3,-56.312
22023,-18875,-3762.6,-95.302
22024,-18898,-3876.9,-134.39
22025,-18919,-3991.4,-173.6
22026,-18939,-4106,-212.91
22027,-18958,-4220.7,-252.35
22028,-18976,-4335.5,-291.92
22029,-18993,-4450.6,-331.63
22030,-19008,-4565.8,-371.48
22031,-19023,-4681.3,-411.47
22032,-19036,-4796.8,-451.59
22033,-19049,-4912.5,-491.8
22034,-19060,-5028.2,-532.1
22035,-19070,-5143.9,-572.49
22036,-19079,-5259.6,-612.96
22037,-19086,-5375.3,-653.5
22038,-19093,-5490.9,-694.11
22039,-19098,-5606.6,-734.78
22040,-19102,-5722.1,-775.5
22041,-19105,-5837.6,-816.27
22042,-19107,-5953,-857.08
22043,-19107,-6068.2,-897.92
22044,-19107,-6183.3,-938.8
22045,-19105,-6298.3,-979.69
22046,-19102,-6413.1,-1020.6
22047,-19098,-6527.7,-1061.5
22048,-19092,-6642.1,-1102.5
22049,-19086,-6756.2,-1143.4
22050,-19078,-6870.1,-1184.3
22051,-19069,-6983.8,-1225.2
22052,-19059,-7097.2,-1266.1
22053,-19048,-7210.3,-1306.9
22054,-19036,-7323,-1347.8
22055,-19022,-7435.5,-1388.5
22056,-19007,-7547.6,-1429.3
22057,-18991,-7659.4,-1470
22058,-18974,-7770.7,-1510.6
22059,-18956,-7881.7,-1551.2
22060,-18937,-7992.3,-1591.7
22061,-18916,-8102.5,-1632.1
22062,-18895,-8212.3,-1672.5
22063,-18872,-8321.6,-1712.7
22064,-18848,-8430.4,-1752.9
22065,-18823,-8538.8,-1793
22066,-18797,-8646.7,-1833
22067,-18770,-8754.1,-1872.9
22068,-18741,-8861,-1912.7
22069,-18712,-8967.4,-1952.3
22070,-18682,-9073.2,-1991.9
22071,-18650,-9178.5,-2031.3
22072,-18617,-9283.2,-2070.6
22073,-18584,-9387.4,-2109.7
22074,-18549,-9490.9,-2148.7
22075,-18513,-9593.9,-2187.6
22076,-18477,-9696.3,-2226.4
22077,-18439,-9798.1,-2264.9
22078,-18400,-9899.2,-2303.4
22079,-18360,-9999.8,-2341.7
22080,-18319,-10100,-2379.8
22081,-18278,-10199,-2417.7
22082,-18235,-10297,-2455.5
22083,-18191,-10395,-2493.1
22084,-18146,-10493,-2530.5
22085,-18101,-10589,-2567.8
22086,-18054,-10685,-2604.9
22087,-18007,-10780,-2641.7
22088,-17958,-10875,-2678.4
22089,-17909,-10969,-2714.9
22090,-17859,-11062,-2751.3
22091,-17808,-11154,-2787.4
22092,-17756,-11246,-2823.3
22093,-17703,-11337,-2859
22094,-17649,-11427,-2894.5
22095,-17595,-11516,-2929.8
22096,-17539,-11605,-2964.9
22097,-17483,-11693,-2999.8
22098,-17426,-11780,-3034.5
22099,-17368,-11866,-3068.9
22100,-17310,-11952,-3103.2
22101,-17251,-12037,-3137.2
22102,-17190,-12121,-3171
22103,-17129,-12205,-3204.6
22104,-17068,-12287,-3238
22105,-17005,-12369,-3271.1
22106,-16942,-12450,-3304
22107,-16878,-12531,-3336.7
22108,-16814,-12610,-3369.2
22109,-16749,-12689,-3401.4
22110,-16683,-12767,-3433.4
22111,-16616,-12844,-3465.2
22112,-16548,-12921,-3496.8
22113,-16480,-12996,-3528.1
22114,-16412,-13071,-3559.2
22115,-16342,-13146,-3590
22116,-16272,-13219,-3620.6
22117,-16202,-13291,-3651
22118,-16130,-13363,-3681.2
22119,-16058,-13434,-3711.1
22120,-15986,-13505,-3740.8
22121,-15912,-13574,-3770.2
22122,-15839,-13643,-3799.4
22123,-15764,-13711,-3828.4
22124,-15689,-13778,-3857.1
22125,-15614,-13844,-3885.6
22126,-15537,-13910,-3913.9
22127,-15461,-13975,-3942
22128,-15383,-14039,-3969.8
22129,-15305,-14102,-3997.3
22130,-15227,-14165,-4024.7
22131,-15148,-14226,-4051.8
22132,-15068,-14287,-4078.6
22133,-14988,-14348,-4105.3
22134,-14907,-14407,-4131.7
22135,-14826,-14466,-4157.8
22136,-14744,-14524,-4183.8
22137,-14662,-14581,-4209.4
22138,-14579,-14637,-4234.9
22139,-14495,-14693,-4260.2
22140,-14411,-14748,-4285.2
22141,-14327,-14802,-4309.9
22142,-14241,-14856,-4334.5
22143,-14156,-14909,-4358.8
22144,-14070,-14960,-4382.9
22145,-13983,-15012,-4406.7
22146,-13896,-15062,-4430.3
22147,-13808,-15112,-4453.7
22148,-13720,-15161,-4476.9
22149,-13631,-15209,-4499.8
22150,-13542,-15257,-4522.5
22151,-13452,-15303,-4545
22152,-13362,-15349,-4567.2
22153,-13271,-15395,-4589.2
22154,-13179,-15439,-4611
22155,-13087,-15483,-4632.6
22156,-12995,-15526,-4653.9
22157,-12902,-15568,-4675
22158,-12808,-15610,-4695.9
22159,-12714,-15651,-4716.6
22160,-12620,-15691,-4737
22161,-12525,-15730,-4757.2
22162,-12429,-15769,-4777.1
22163,-12333,-15807,-4796.9
22164,-12236,-15844,-4816.4
22165,-12139,-15880,-4835.7
22166,-12041,-15916,-4854.7
22167,-11942,-15950,-4873.5
22168,-11843,-15985,-4892.1
22169,-11744,-16018,-4910.5
22170,-11644,-16050,-4928.6
22171,-11543,-16082,-4946.5
22172,-11442,-16113,-4964.1
22173,-11340,-16144,-4981.5
22174,-11237,-16173,-4998.7
22175,-11134,-16202,-5015.7
22176,-11031,-16230,-5032.4
22177,-10927,-16257,-5048.8
22178,-10822,-16283,-5065.1
22179,-10716,-16309,-5081
22180,-10610,-16334,-5096.8
22181,-10504,-16358,-5112.3
22182,-10397,-16381,-5127.5
22183,-10289,-16403,-5142.5
22184,-10180,-16425,-5157.3
22185,-10071,-16445,-5171.8
22186,-9961.5,-16465,-5186
22187,-9851.1,-16484,-5200
22188,-9740.1,-16502,-5213.7
22189,-9628.5,-16520,-5227.1
22190,-9516.2,-16536,-5240.3
22191,-9403.3,-16552,-5253.2
22192,-9289.7,-16566,-5265.9
22193,-9175.5,-16580,-5278.3
22194,-9060.6,-16593,-5290.4
22195,-8945,-16605,-5302.2
22196,-8828.8,-16616,-5313.7
22197,-8711.8,-16626,-5325
22198,-8594.3,-16635,-5336
22199,-8476,-16644,-5346.6
22200,-8357.1,-16651,-5357
22201,-8237.4,-16657,-5367.1
22202,-8117.1,-16662,-5376.8
22203,-7996.1,-16667,-5386.3
22204,-7874.4,-16670,-5395.4
22205,-7752,-16672,-5404.3
22206,-7629,-16673,-5412.8
22207,-7505.2,-16674,-5421
22208,-7380.7,-16673,-5428.8
22209,-7255.6,-16671,-5436.3
22210,-7129.7,-16668,-5443.5
22211,-7003.2,-16664,-5450.3
22212,-6875.9,-16658,-5456.8
22213,-6748,-16652,-5462.9
22214,-6619.4,-16644,-5468.7
22215,-6490.1,-16636,-5474.1
22216,-6360.1,-16626,-5479.1
22217,-6229.4,-16615,-5483.7
22218,-6098,-16602,-5488
22219,-5966,-16589,-5491.9
22220,-5833.3,-16574,-5495.4
22221,-5699.9,-16558,-5498.4
22222,-5565.8,-16541,-5501.1
22223,-5431.2,-16522,-5503.3
22224,-5295.8,-16503,-5505.2
22225,-5159.8,-16481,-5506.6
22226,-5023.2,-16459,-5507.6
22227,-4885.9,-16435,-5508.1
22228,-4748.1,-16410,-5508.2
22229,-4609.6,-16383,-5507.8
22230,-4470.5,-16355,-5507
22231,-4330.8,-16326,-5505.7
22232,-4190.6,-16295,-5503.9
22233,-4049.8,-16262,-5501.7
22234,-3908.4,-16228,-5499
22235,-3766.5,-16193,-5495.7
22236,-3624.1,-16156,-5492
22237,-3481.1,-16118,-5487.8
22238,-3337.7,-16078,-5483
22239,-3193.8,-16037,-5477.8
22240,-3049.4,-15993,-5472
22241,-2904.6,-15949,-5465.6
22242,-2759.4,-15903,-5458.7
22243,-2613.7,-15855,-5451.3
22244,-2467.7,-15805,-5443.3
22245,-2321.3,-15754,-5434.8
22246,-2174.5,-15701,-5425.7
22247,-2027.5,-15647,-5416
22248,-1880.1,-15590,-5405.7
22249,-1732.5,-15532,-5394.8
22250,-1584.6,-15473,-5383.3
22251,-1436.5,-15411,-5371.2
22252,-1288.2,-15348,-5358.6
22253,-1139.7,-15283,-5345.3
22254,-991.09,-15216,-5331.3
22255,-842.36,-15148,-5316.8
22256,-693.55,-15078,-5301.6
22257,-544.69,-15005,-5285.7
22258,-395.8,-14931,-5269.3
22259,-246.93,-14856,-5252.1
22260,-98.097,-14778,-5234.3
22261,50.658,-14698,-5215.9
22262,199.3,-14617,-5196.7
22263,347.8,-14534,-5176.9
22264,496.13,-14449,-5156.5
22265,644.23,-14361,-5135.3
22266,792.08,-14273,-5113.5
22267,939.64,-14182,-5090.9
22268,1086.9,-14089,-5067.7
22269,1233.7,-13994,-5043.8
22270,1380.2,-13898,-5019.1
22271,1526.2,-13800,-4993.8
22272,1671.8,-13699,-4967.7
22273,1816.8,-13597,-4941
22274,1961.2,-13493,-4913.5
22275,2105,-13387,-4885.3
22276,2248.2,-13279,-4856.4
22277,2390.7,-13169,-4826.8
22278,2532.4,-13057,-4796.5
22279,2678.9,-12939,-4764.2
22280,2838.7,-12807,-4727.9
22281,3010.4,-12662,-4687.5
22282,3192.6,-12503,-4643
22283,3383.8,-12331,-4594.5
22284,3582.4,-12146,-4542.1
22285,3787,-11950,-4485.7
22286,3996.2,-11741,-4425.5
22287,4208.5,-11522,-4361.6
22288,4422.7,-11292,-4294
22289,4637.5,-11052,-4222.9
22290,4851.6,-10802,-4148.4
22291,5063.9,-10544,-4070.7
22292,5273.4,-10278,-3990
22293,5479.2,-10004,-3906.4
22294,5680.3,-9723.9,-3820.1
22295,5876,-9437.6,-3731.3
22296,6065.5,-9146,-3640.3
22297,6248.3,-8849.9,-3547.2
22298,6423.8,-8550,-3452.3
22299,6591.5,-8246.9,-3355.7
22300,6751.1,-7941.4,-3257.8
22301,6902.3,-7634.1,-3158.6
22302,7044.9,-7325.6,-3058.5
22303,7178.6,-7016.6,-2957.6
22304,7303.4,-6707.6,-2856.1
22305,7419.2,-6399.2,-2754.2
22306,7526.1,-6091.9,-2652.2
22307,7624,-5786.2,-2550.1
22308,7713.1,-5482.5,-2448.2
22309,7793.5,-5181.4,-2346.6
22310,7865.4,-4883.1,-2245.4
22311,7928.8,-4588,-2144.9
22312,7984.2,-4296.5,-2045
22313,8031.6,-4008.9,-1946.1
22314,8071.4,-3725.5,-1848.1
22315,8103.8,-3446.4,-1751.1
22316,8129.1,-3172,-1655.4
22317,8147.6,-2902.3,-1560.9
22318,8159.5,-2637.7,-1467.7
22319,8165.2,-2378.2,-1376
22320,8165,-2123.9,-1285.8
22321,8159.2,-1875.1,-1197.1
22322,8148.1,-1631.7,-1109.9
22323,8131.9,-1393.9,-1024.5
22324,8111.1,-1161.6,-940.68
22325,8086,-935.09,-858.62
22326,8056.7,-714.25,-778.32
22327,8023.6,-499.12,-699.8
22328,7987.1,-289.74,-623.08
22329,7947.3,-86.108,-548.2
22330,7904.6,111.79,-475.16
22331,7859.2,303.96,-403.98
22332,7811.5,490.42,-334.67
22333,7761.6,671.21,-267.23
22334,7709.9,846.35,-201.68
22335,7656.5,1015.9,-138.01
22336,7601.8,1179.9,-76.224
22337,7546,1338.3,-16.321
22338,7489.2,1491.3,41.702
22339,7431.7,1638.9,97.851
22340,7373.8,1781.1,152.13
22341,7315.6,1918.1,204.56
22342,7257.4,2049.8,255.13
22343,7199.2,2176.4,303.87
22344,7141.4,2297.9,350.78
22345,7084.1,2414.3,395.87
22346,7027.4,2525.8,439.17
22347,6971.5,2632.5,480.69
22348,6916.6,2734.3,520.44
22349,6862.8,2831.5,558.44
22350,6810.3,2924,594.71
22351,6759.1,3011.9,629.27
22352,6709.4,3095.3,662.14
22353,6661.4,3174.3,693.33
22354,6615,3248.9,722.87
22355,6570.4,3319.3,750.78
22356,6527.7,3385.5,777.09
22357,6487,3447.6,801.81
22358,6448.4,3505.7,824.96
22359,6411.8,3559.9,846.58
22360,6377.3,3610.1,866.68
22361,6345.1,3656.6,885.3
22362,6315.1,3699.4,902.46
22363,6287.3,3738.5,918.17
22364,6261.8,3774.1,932.48
22365,6238.6,3806.2,945.41
22366,6217.6,3834.9,956.98
22367,6199,3860.4,967.23
22368,6182.6,3882.5,976.18
22369,6168.4,3901.6,983.87
22370,6156.5,3917.5,990.33
22371,6146.7,3930.5,995.59
22372,6139.1,3940.6,999.67
22373,6133.6,3947.9,1002.6
22374,6130.1,3952.5,1004.5
22375,6128.6,3954.4,1005.3
22376,6129,3953.8,1005
22377,6131.2,3950.8,1003.8
22378,6135.2,3945.4,1001.6
22379,6140.9,3937.8,998.56
22380,6148.2,3928,994.61
22381,6157,3916.2,989.84
22382,6167.2,3902.4,984.29
22383,6178.7,3886.8,978.01
22384,6191.4,3869.6,971.05
22385,6205.2,3850.7,963.45
22386,6220,3830.4,955.27
22387,6235.7,3808.8,946.56
22388,6252.1,3786,937.38
22389,6269.2,3762.1,927.78
22390,6286.9,3737.4,917.82
22391,6305,3711.8,907.56
22392,6323.4,3685.7,897.07
22393,6341.9,3659.1,886.41
22394,6360.6,3632.3,875.64
22395,6379.2,3605.3,864.84
22396,6397.6,3578.4,854.08
22397,6415.7,3551.8,843.42
22398,6433.4,3525.6,832.96
22399,6450.5,3500,822.75
22400,6467,3475.3,812.89
22401,6482.6,3451.7,803.45
22402,6497.4,3429.3,794.53
22403,6511,3408.4,786.2
22404,6523.5,3389.2,778.55
22405,6534.7,3371.9,771.67
22406,6544.5,3356.8,765.66
22407,6552.6,3344.1,760.61
22408,6559.1,3334.1,756.61
22409,6563.7,3326.9,753.76
22410,6566.2,3322.9,752.15
22411,6566.6,3322.3,751.9
22412,6564.7,3325.3,753.09
22413,6560.3,3332.2,755.82
22414,6553.2,3343.3,760.21
22415,6543.2,3358.8,766.34
22416,6530.3,3378.9,774.33
22417,6514,3403.9,784.27
22418,6494.3,3434,796.26
22419,6470.8,3469.5,810.4
22420,6443.4,3510.7,826.8
22421,6411.7,3557.6,845.55
22422,6375.5,3610.6,866.74
22423,6334.4,3669.9,890.47
22424,6288.1,3735.6,916.82
22425,6236.2,3807.8,945.89
22426,6178.3,3886.9,977.75
22427,6114,3972.9,1012.5
22428,6042.9,4065.9,1050.2
22429,5964.3,4166,1090.9
22430,5877.8,4273.3,1134.6
22431,5782.7,4387.8,1181.5
22432,5678.4,4509.6,1231.6
22433,5564.3,4638.6,1284.8
22434,5439.4,4774.7,1341.3
22435,5303.1,4917.9,1401.1
22436,5154.4,5067.9,1464
22437,4992.4,5224.6,1530.3
22438,4816,5387.8,1599.7
22439,4624,5556.9,1672.3
22440,4415.2,5731.8,1748
22441,4188.7,5911.4,1826.5
22442,3951.8,6088.9,1904.9
22443,3707.6,6261.5,1982.1
22444,3456.1,6429.1,2057.9
22445,3197.3,6591.3,2132.4
22446,2931.2,6747.9,2205.3
22447,2658,6898.8,2276.6
22448,2377.5,7043.7,2346.2
22449,2089.9,7182.3,2414.1
22450,1795.2,7314.4,2480.1
22451,1493.5,7439.9,2544.2
22452,1184.8,7558.3,2606.2
22453,869.28,7669.5,2666.1
22454,546.93,7773.3,2723.9
22455,217.91,7869.4,2779.3
22456,-117.68,7957.5,2832.3
22457,-459.69,8037.3,2882.8
22458,-807.98,8108.7,2930.6
22459,-1162.4,8171.4,2975.8
22460,-1522.7,8225.1,3018.2
22461,-1888.7,8269.6,3057.7
22462,-2260.2,8304.6,3094.1
22463,-2636.9,8329.9,3127.4
22464,-3018.6,8345.3,3157.6
22465,-3404.9,8350.5,3184.4
22466,-3795.6,8345.3,3207.8
22467,-4190.2,8329.5,3227.7
22468,-4588.4,8302.9,3244
22469,-4989.8,8265.4,3256.6
22470,-5394,8216.8,3265.5
22471,-5800.4,8157,3270.5
22472,-6208.7,8085.8,3271.6
22473,-6618.3,8003.3,3268.7
22474,-7028.6,7909.2,3261.9
22475,-7439.2,7803.8,3251
22476,-7849.4,7686.8,3235.9
22477,-8258.7,7558.5,3216.8
22478,-8666.3,7418.9,3193.6
22479,-9071.8,7268.1,3166.2
22480,-9474.4,7106.4,3134.8
22481,-9873.5,6933.9,3099.4
22482,-10269,6750.9,3059.9
22483,-10659,6557.7,3016.5
22484,-11044,6354.7,2969.3
22485,-11422,6142.3,2918.3
22486,-11794,5920.9,2863.7
22487,-12159,5691.1,2805.7
22488,-12516,5453.3,2744.3
22489,-12864,5208.1,2679.7
22490,-13204,4956.2,2612.2
22491,-13534,4698.1,2541.9
22492,-13854,4434.7,2469
22493,-14164,4166.5,2393.8
22494,-14463,3894.2,2316.5
22495,-14752,3618.8,2237.3
22496,-15029,3340.8,2156.4
22497,-15295,3061,2074.3
22498,-15549,2780.3,1991
22499,-15792,2499.4,1906.9
22500,-16023,2219.1,1822.2
22501,-16242,1940,1737.3
22502,-16450,1663,1652.3
22503,-16646,1388.8,1567.6
22504,-16831,1118.1,1483.3
22505,-17005,851.44,1399.8
22506,-17168,589.62,1317.3
22507,-17320,333.19,1236.1
22508,-17462,82.744,1156.2
22509,-17594,-161.19,1078.1
22510,-17717,-398.09,1001.8
22511,-17830,-627.49,927.59
22512,-17935,-848.97,855.61
22513,-18031,-1062.1,786.05
22514,-18119,-1266.6,719.04
22515,-18200,-1462.1,654.74
22516,-18274,-1648.3,593.27
22517,-18340,-1825,534.74
22518,-18401,-1992,479.25
22519,-18456,-2149.1,426.89
22520,-18505,-2296.1,377.74
22521,-18549,-2433,331.87
22522,-18588,-2559.6,289.32
22523,-18623,-2675.9,250.13
22524,-18654,-2781.9,214.34
22525,-18680,-2877.6,181.97
22526,-18704,-2963,153.04
22527,-18723,-3038,127.53
22528,-18740,-3102.9,105.45
22529,-18754,-3157.6,86.781
22530,-18765,-3202.3,71.499
22531,-18774,-3237.1,59.573
22532,-18780,-3262,50.967
22533,-18783,-3277.4,45.634
22534,-18784,-3283.2,43.523
22535,-18784,-3279.7,44.577
22536,-18780,-3267,48.73
22537,-18775,-3245.5,55.914
22538,-18767,-3215.2,66.053
22539,-18758,-3176.5,79.065
22540,-18746,-3129.5,94.865
22541,-18731,-3074.5,113.36
22542,-18715,-3011.8,134.46
22543,-18696,-2941.6,158.05
22544,-18675,-2864.3,184.05
22545,-18651,-2780,212.32
22546,-18624,-2689.3,242.77
22547,-18595,-2592.2,275.28
22548,-18564,-2489.3,309.73
22549,-18529,-2380.7,345.99
22550,-18492,-2266.9,383.94
22551,-18452,-2148.2,423.44
22552,-18409,-2025,464.38
22553,-18364,-1897.7,506.62
22554,-18315,-1766.5,550.03
22555,-18264,-1631.9,594.47
22556,-18209,-1494.3,639.8
22557,-18152,-1354.1,685.9
22558,-18092,-1211.6,732.62
22559,-18029,-1067.2,779.84
22560,-17964,-921.4,827.42
22561,-17896,-774.48,875.23
22562,-17826,-626.85,923.14
22563,-17753,-478.9,971.02
22564,-17679,-331.01,1018.7
22565,-17602,-183.56,1066.2
22566,-17524,-36.923,1113.3
22567,-17444,108.55,1159.8
22568,-17362,252.49,1205.7
22569,-17280,394.56,1250.9
22570,-17197,534.41,1295.3
22571,-17113,671.7,1338.7
22572,-17029,806.12,1381.1
22573,-16945,937.35,1422.4
22574,-16862,1065.1,1462.4
22575,-16779,1189,1501.1
22576,-16697,1308.8,1538.5
22577,-16617,1424.3,1574.4
22578,-16538,1535.1,1608.8
22579,-16461,1641,1641.5
22580,-16387,1741.7,1672.5
22581,-16316,1837,1701.8
22582,-16248,1926.5,1729.3
22583,-16183,2010.1,1754.9
22584,-16123,2087.5,1778.6
22585,-16067,2158.3,1800.2
22586,-16016,2222.5,1819.7
22587,-15969,2279.6,1837
22588,-15929,2329.4,1852.2
22589,-15894,2371.6,1864.9
22590,-15865,2406,1875.3
22591,-15844,2432.2,1883.2
22592,-15829,2449.8,1888.6
22593,-15822,2458.5,1891.2
22594,-15822,2457.9,1891
22595,-15831,2447.6,1887.9
22596,-15848,2427.2,1881.7
22597,-15873,2396.1,1872.3
22598,-15908,2353.9,1859.5
22599,-15952,2300,1843.1
22600,-16006,2233.7,1823
22601,-16070,2154.3,1798.8
22602,-16143,2061.2,1770.3
22603,-16227,1953.5,1737.4
22604,-16318,1833.9,1700.6
22605,-16408,1713.1,1663.4
22606,-16496,1591.9,1625.9
22607,-16583,1470.2,1588.2
22608,-16669,1348.2,1550.2
22609,-16753,1225.8,1512
22610,-16835,1103,1473.6
22611,-16916,979.96,1435
22612,-16996,856.61,1396.2
22613,-17074,733.01,1357.2
22614,-17150,609.16,1318
22615,-17225,485.1,1278.6
22616,-17298,360.85,1239.1
22617,-17370,236.43,1199.4
22618,-17440,111.88,1159.5
22619,-17508,-12.797,1119.5
22620,-17575,-137.57,1079.4
22621,-17641,-262.41,1039.2
22622,-17705,-387.3,998.81
22623,-17767,-512.21,958.34
22624,-17828,-637.13,917.77
22625,-17887,-762.04,877.11
22626,-17945,-886.9,836.36
22627,-18002,-1011.7,795.54
22628,-18056,-1136.4,754.65
22629,-18110,-1261,713.69
22630,-18161,-1385.6,672.69
22631,-18212,-1509.9,631.64
22632,-18261,-1634.1,590.55
22633,-18308,-1758.1,549.42
22634,-18354,-1882,508.28
22635,-18398,-2005.6,467.11
22636,-18441,-2128.9,425.94
22637,-18483,-2252.1,384.76
22638,-18523,-2374.9,343.58
22639,-18561,-2497.5,302.41
22640,-18598,-2619.8,261.26
22641,-18634,-2741.8,220.13
22642,-18669,-2863.4,179.02
22643,-18702,-2984.7,137.95
22644,-18733,-3105.7,96.917
22645,-18763,-3226.2,55.927
22646,-18792,-3346.4,14.985
22647,-18820,-3466.2,-25.902
22648,-18846,-3585.6,-66.73
22649,-18871,-3704.6,-107.49
22650,-18895,-3823.2,-148.19
22651,-18917,-3941.3,-188.81
22652,-18938,-4058.9,-229.35
22653,-18958,-4176.1,-269.82
22654,-18976,-4292.9,-310.19
22655,-18994,-4409.1,-350.48
22656,-19010,-4524.9,-390.67
22657,-19024,-4640.2,-430.76
22658,-19038,-4755,-470.76
22659,-19050,-4869.2,-510.65
22660,-19062,-4983,-550.43
22661,-19072,-5096.2,-590.11
22662,-19081,-5209,-629.67
22663,-19089,-5321.2,-669.12
22664,-19095,-5432.8,-708.44
22665,-19101,-5543.9,-747.65
22666,-19105,-5654.5,-786.74
22667,-19109,-5764.5,-825.7
22668,-19111,-5874,-864.54
22669,-19112,-5983,-903.25
22670,-19112,-6091.3,-941.83
22671,-19111,-6199.2,-980.27
22672,-19109,-6306.4,-1018.6
22673,-19106,-6413.2,-1056.8
22674,-19103,-6519.3,-1094.8
22675,-19098,-6624.9,-1132.7
22676,-19092,-6729.9,-1170.5
22677,-19085,-6834.4,-1208.2
22678,-19077,-6938.3,-1245.7
22679,-19068,-7041.7,-1283
22680,-19058,-7144.5,-1320.3
22681,-19048,-7246.8,-1357.4
22682,-19036,-7348.5,-1394.3
22683,-19023,-7449.6,-1431.1
22684,-19010,-7550.2,-1467.8
22685,-18996,-7650.3,-1504.4
22686,-18980,-7749.8,-1540.8
22687,-18964,-7848.7,-1577
22688,-18947,-7947.2,-1613.2
22689,-18930,-8045.1,-1649.2
22690,-18911,-8142.4,-1685
22691,-18891,-8239.3,-1720.8
22692,-18871,-8335.6,-1756.4
22693,-18850,-8431.4,-1791.8
22694,-18828,-8526.7,-1827.2
22695,-18805,-8621.5,-1862.4
22696,-18781,-8715.7,-1897.5
22697,-18756,-8809.5,-1932.4
22698,-18731,-8902.8,-1967.3
22699,-18705,-8995.6,-2002
22700,-18678,-9087.9,-2036.6
22701,-18650,-9179.7,-2071.1
22702,-18622,-9271.1,-2105.4
22703,-18592,-9362,-2139.7
22704,-18562,-9452.4,-2173.8
22705,-18531,-9542.4,-2207.8
22706,-18500,-9631.9,-2241.7
22707,-18467,-9720.9,-2275.5
22708,-18434,-9809.6,-2309.2
22709,-18400,-9897.8,-2342.8
22710,-18365,-9985.5,-2376.3
22711,-18329,-10073,-2409.7
22712,-18293,-10160,-2442.9
22713,-18256,-10246,-2476.1
22714,-18218,-10332,-2509.2
22715,-18179,-10418,-2542.2
22716,-18140,-10503,-2575.1
22717,-18099,-10588,-2608
22718,-18058,-10673,-2640.7
22719,-18016,-10757,-2673.4
22720,-17973,-10841,-2705.9
22721,-17930,-10924,-2738.4
22722,-17886,-11007,-2770.8
22723,-17840,-11090,-2803.2
22724,-17794,-11172,-2835.5
22725,-17748,-11254,-2867.7
22726,-17700,-11336,-2899.8
22727,-17651,-11417,-2931.8
22728,-17602,-11498,-2963.8
22729,-17552,-11579,-2995.8
22730,-17501,-11659,-3027.6
22731,-17449,-11739,-3059.4
22732,-17396,-11819,-3091.2
22733,-17342,-11898,-3122.9
22734,-17288,-11977,-3154.5
22735,-17232,-12056,-3186.1
22736,-17176,-12134,-3217.7
22737,-17118,-12212,-3249.1
22738,-17060,-12290,-3280.6
22739,-17001,-12368,-3311.9
22740,-16941,-12445,-3343.3
22741,-16880,-12522,-3374.6
22742,-16817,-12598,-3405.8
22743,-16754,-12674,-3437
22744,-16690,-12750,-3468.1
22745,-16625,-12826,-3499.3
22746,-16559,-12901,-3530.3
22747,-16491,-12976,-3561.3
22748,-16423,-13051,-3592.3
22749,-16354,-13125,-3623.2
22750,-16283,-13199,-3654
22751,-16212,-13272,-3684.7
22752,-16140,-13345,-3715.2
22753,-16067,-13417,-3745.6
22754,-15993,-13489,-3775.7
22755,-15919,-13559,-3805.7
22756,-15843,-13630,-3835.6
22757,-15767,-13699,-3865.2
22758,-15690,-13768,-3894.7
22759,-15613,-13836,-3924
22760,-15534,-13904,-3953.1
22761,-15455,-13971,-3982
22762,-15374,-14037,-4010.7
22763,-15293,-14103,-4039.2
22764,-15212,-14167,-4067.6
22765,-15129,-14232,-4095.7
22766,-15046,-14295,-4123.6
22767,-14962,-14358,-4151.3
22768,-14877,-14420,-4178.8
22769,-14792,-14481,-4206.1
22770,-14706,-14541,-4233.2
22771,-14619,-14601,-4260.1
22772,-14531,-14660,-4286.7
22773,-14443,-14719,-4313.2
22774,-14354,-14776,-4339.4
22775,-14264,-14833,-4365.3
22776,-14173,-14889,-4391.1
22777,-14082,-14944,-4416.6
22778,-13990,-14998,-4441.9
22779,-13897,-15052,-4466.9
22780,-13804,-15105,-4491.7
22781,-13710,-15157,-4516.3
22782,-13616,-15208,-4540.6
22783,-13520,-15259,-4564.7
22784,-13424,-15308,-4588.5
22785,-13328,-15357,-4612.1
22786,-13230,-15405,-4635.5
22787,-13132,-15453,-4658.6
22788,-13034,-15499,-4681.4
22789,-12935,-15544,-4704
22790,-12835,-15589,-4726.3
22791,-12734,-15633,-4748.4
22792,-12633,-15676,-4770.2
22793,-12531,-15718,-4791.8
22794,-12429,-15760,-4813.1
22795,-12326,-15800,-4834.1
22796,-12222,-15840,-4854.9
22797,-12118,-15879,-4875.4
22798,-12013,-15917,-4895.6
22799,-11908,-15954,-4915.6
22800,-11802,-15990,-4935.3
22801,-11695,-16025,-4954.7
22802,-11588,-16059,-4973.8
22803,-11480,-16093,-4992.7
22804,-11371,-16126,-5011.2
22805,-11262,-16157,-5029.5
22806,-11152,-16188,-5047.6
22807,-11042,-16218,-5065.3
22808,-10931,-16247,-5082.7
22809,-10820,-16275,-5099.9
22810,-10708,-16302,-5116.7
22811,-10595,-16329,-5133.3
22812,-10482,-16354,-5149.6
