,Sat2Earth_x,Sat2Earth_y,Sat2Earth_z
6075,-13974,-15548,-3894.7
6076,-13893,-15593,-3919
6077,-13812,-15636,-3943
6078,-13731,-15679,-3966.8
6079,-13650,-15721,-3990.5
6080,-13568,-15763,-4013.9
6081,-13486,-15804,-4037.1
6082,-13403,-15844,-4060.1
6083,-13321,-15883,-4082.9
6084,-13238,-15922,-4105.5
6085,-13154,-15960,-4127.9
6086,-13071,-15998,-4150.1
6087,-12987,-16034,-4172.1
6088,-12902,-16071,-4193.9
6089,-12818,-16106,-4215.5
6090,-12733,-16141,-4236.9
6091,-12648,-16175,-4258.1
6092,-12562,-16209,-4279.2
6093,-12476,-16241,-4300
6094,-12390,-16274,-4320.7
6095,-12304,-16305,-4341.1
6096,-12217,-16336,-4361.4
6097,-12129,-16366,-4381.5
6098,-12042,-16396,-4401.4
6099,-11954,-16425,-4421.2
6100,-11866,-16454,-4440.7
6101,-11777,-16481,-4460.1
6102,-11688,-16509,-4479.3
6103,-11599,-16535,-4498.3
6104,-11509,-16561,-4517.1
6105,-11419,-16586,-4535.8
6106,-11328,-16611,-4554.2
6107,-11237,-16635,-4572.5
6108,-11146,-16658,-4590.7
6109,-11054,-16681,-4608.6
6110,-10962,-16703,-4626.4
6111,-10870,-16724,-4644
6112,-10777,-16745,-4661.4
6113,-10683,-16766,-4678.7
6114,-10589,-16785,-4695.7
6115,-10495,-16804,-4712.6
6116,-10400,-16822,-4729.3
6117,-10305,-16840,-4745.9
6118,-10209,-16857,-4762.3
6119,-10113,-16873,-4778.5
6120,-10017,-16889,-4794.5
6121,-9919.4,-16904,-4810.3
6122,-9821.8,-16918,-4826
6123,-9723.6,-16932,-4841.5
6124,-9625,-16945,-4856.8
6125,-9525.8,-16957,-4871.9
6126,-9426.1,-16969,-4886.8
6127,-9325.8,-16980,-4901.6
6128,-9225.1,-16990,-4916.1
6129,-9123.7,-16999,-4930.5
6130,-9021.8,-17008,-4944.7
6131,-8919.4,-17016,-4958.7
6132,-8816.3,-17024,-4972.6
6133,-8712.7,-17030,-4986.2
6134,-8608.5,-17036,-4999.6
6135,-8503.7,-17041,-5012.8
6136,-8398.3,-17045,-5025.9
6137,-8292.3,-17049,-5038.7
6138,-8185.7,-17052,-5051.3
6139,-8078.4,-17054,-5063.7
6140,-7970.6,-17055,-5075.9
6141,-7862.1,-17055,-5087.9
6142,-7752.9,-17055,-5099.7
6143,-7643.2,-17054,-5111.2
6144,-7532.7,-17052,-5122.5
6145,-7421.6,-17049,-5133.6
6146,-7309.9,-17045,-5144.5
6147,-7197.5,-17040,-5155.1
6148,-7084.4,-17034,-5165.5
6149,-6970.6,-17028,-5175.7
6150,-6856.2,-17020,-5185.6
6151,-6741,-17012,-5195.2
6152,-6625.2,-17003,-5204.6
6153,-6508.7,-16992,-5213.8
6154,-6391.5,-16981,-5222.6
6155,-6273.7,-16969,-5231.2
6156,-6155.1,-16955,-5239.5
6157,-6035.8,-16941,-5247.6
6158,-5915.8,-16926,-5255.3
6159,-5795.2,-16909,-5262.8
6160,-5673.8,-16892,-5269.9
6161,-5551.7,-16873,-5276.8
6162,-5429,-16854,-5283.4
6163,-5305.5,-16833,-5289.6
6164,-5181.3,-16811,-5295.5
6165,-5056.5,-16788,-5301.1
6166,-4931,-16763,-5306.3
6167,-4804.7,-16738,-5311.2
6168,-4677.8,-16711,-5315.8
6169,-4550.3,-16683,-5320
6170,-4422,-16654,-5323.8
6171,-4293.1,-16624,-5327.3
6172,-4163.5,-16592,-5330.4
6173,-4033.3,-16559,-5333.1
6174,-3902.4,-16525,-5335.5
6175,-3770.9,-16489,-5337.4
6176,-3638.8,-16452,-5338.9
6177,-3506.1,-16413,-5340
6178,-3372.7,-16374,-5340.7
6179,-3238.8,-16332,-5341
6180,-3104.3,-16290,-5340.8
6181,-2969.2,-16246,-5340.2
6182,-2833.5,-16200,-5339.1
6183,-2697.4,-16153,-5337.6
6184,-2560.7,-16104,-5335.6
6185,-2423.5,-16054,-5333.1
6186,-2285.8,-16003,-5330.1
6187,-2147.6,-15949,-5326.7
6188,-2009,-15895,-5322.7
6189,-1870,-15838,-5318.3
6190,-1730.5,-15780,-5313.3
6191,-1590.7,-15721,-5307.8
6192,-1450.4,-15659,-5301.7
6193,-1309.9,-15596,-5295.2
6194,-1169,-15532,-5288
6195,-1027.8,-15466,-5280.3
6196,-886.36,-15398,-5272.1
6197,-744.66,-15328,-5263.2
6198,-602.75,-15256,-5253.8
6199,-460.65,-15183,-5243.8
6200,-318.39,-15108,-5233.2
6201,-176,-15031,-5222
6202,-33.508,-14953,-5210.2
6203,109.05,-14873,-5197.8
6204,251.64,-14790,-5184.7
6205,394.23,-14707,-5171
6206,537.38,-14620,-5156.6
6207,689.39,-14527,-5140.6
6208,852.19,-14424,-5122.6
6209,1024.8,-14313,-5102.6
6210,1206.3,-14192,-5080.4
6211,1395.8,-14063,-5056
6212,1592.2,-13925,-5029.3
6213,1794.6,-13778,-5000.3
6214,2002,-13623,-4968.9
6215,2213.6,-13460,-4935.2
6216,2428.5,-13289,-4899
6217,2645.8,-13110,-4860.4
6218,2864.6,-12924,-4819.3
6219,3084.2,-12731,-4775.9
6220,3303.7,-12531,-4730.1
6221,3522.5,-12324,-4681.9
6222,3739.9,-12111,-4631.4
6223,3955.2,-11893,-4578.7
6224,4167.7,-11669,-4523.9
6225,4377,-11440,-4466.9
6226,4582.6,-11207,-4408
6227,4783.9,-10970,-4347.2
6228,4980.6,-10728,-4284.6
6229,5172.2,-10484,-4220.3
6230,5358.5,-10237,-4154.4
6231,5539.1,-9987.5,-4087.1
6232,5713.9,-9735.9,-4018.4
6233,5882.5,-9482.8,-3948.6
6234,6044.8,-9228.5,-3877.6
6235,6200.8,-8973.4,-3805.6
6236,6350.2,-8717.8,-3732.8
6237,6493.1,-8462.2,-3659.2
6238,6629.4,-8206.9,-3585
6239,6759,-7952.1,-3510.3
6240,6882,-7698.3,-3435.1
6241,6998.5,-7445.7,-3359.7
6242,7108.5,-7194.6,-3284.1
6243,7212,-6945.2,-3208.4
6244,7309.2,-6697.8,-3132.7
6245,7400.2,-6452.7,-3057.1
6246,7485.1,-6210,-2981.7
6247,7564.1,-5970,-2906.6
6248,7637.3,-5732.8,-2831.8
6249,7704.8,-5498.7,-2757.5
6250,7766.9,-5267.6,-2683.7
6251,7823.6,-5039.9,-2610.4
6252,7875.2,-4815.6,-2537.8
6253,7921.9,-4594.8,-2465.8
6254,7963.8,-4377.6,-2394.6
6255,8001.2,-4164.2,-2324.2
6256,8034.1,-3954.6,-2254.7
6257,8062.8,-3748.9,-2186
6258,8087.6,-3547.1,-2118.3
6259,8108.5,-3349.3,-2051.6
6260,8125.7,-3155.5,-1985.8
6261,8139.5,-2965.8,-1921.2
6262,8150,-2780.2,-1857.5
6263,8157.4,-2598.7,-1795
6264,8161.9,-2421.3,-1733.6
6265,8163.7,-2248,-1673.3
6266,8162.9,-2078.9,-1614.2
6267,8159.6,-1913.9,-1556.3
6268,8154.1,-1753,-1499.5
6269,8146.5,-1596.3,-1444
6270,8137,-1443.6,-1389.7
6271,8125.7,-1295,-1336.6
6272,8112.7,-1150.5,-1284.7
6273,8098.3,-1010,-1234.1
6274,8082.5,-873.46,-1184.7
6275,8065.4,-740.91,-1136.6
6276,8047.3,-612.29,-1089.8
6277,8028.2,-487.57,-1044.1
6278,8008.2,-366.7,-999.78
6279,7987.5,-249.65,-956.66
6280,7966.2,-136.37,-914.8
6281,7944.3,-26.829,-874.18
6282,7922,79.028,-834.8
6283,7899.4,181.24,-796.66
6284,7876.6,279.87,-759.74
6285,7853.6,374.94,-724.05
6286,7830.6,466.53,-689.57
6287,7807.6,554.66,-656.3
6288,7784.7,639.41,-624.22
6289,7762,720.81,-593.32
6290,7739.5,798.92,-563.6
6291,7717.3,873.8,-535.04
6292,7695.4,945.49,-507.62
6293,7674,1014.1,-481.35
6294,7653.1,1079.6,-456.19
6295,7632.6,1142,-432.15
6296,7612.7,1201.6,-409.19
6297,7593.4,1258.2,-387.31
6298,7574.7,1312,-366.49
6299,7556.6,1363,-346.7
6300,7539.2,1411.3,-327.95
6301,7522.6,1456.9,-310.19
6302,7506.6,1500,-293.42
6303,7491.4,1540.5,-277.62
6304,7476.9,1578.5,-262.76
6305,7463.2,1614.1,-248.82
6306,7450.2,1647.4,-235.78
6307,7438.1,1678.4,-223.62
6308,7426.6,1707.2,-212.31
6309,7415.9,1733.9,-201.84
6310,7406,1758.5,-192.16
6311,7396.8,1781.1,-183.26
6312,7388.4,1801.8,-175.12
6313,7380.6,1820.6,-167.69
6314,7373.5,1837.6,-160.96
6315,7367.1,1853,-154.9
6316,7361.4,1866.7,-149.47
6317,7356.3,1878.9,-144.65
6318,7351.7,1889.7,-140.4
6319,7347.8,1899.1,-136.69
6320,7344.3,1907.2,-133.49
6321,7341.4,1914.1,-130.75
6322,7338.9,1919.8,-128.46
6323,7336.9,1924.6,-126.56
6324,7335.3,1928.5,-125.03
6325,7333.9,1931.5,-123.82
6326,7333,1933.9,-122.9
6327,7332.2,1935.6,-122.22
6328,7331.7,1936.8,-121.75
6329,7331.4,1937.5,-121.43
6330,7331.2,1938,-121.24
6331,7331,1938.3,-121.11
6332,7330.9,1938.6,-121.02
6333,7330.8,1938.9,-120.91
6334,7330.6,1939.3,-120.73
6335,7330.3,1940,-120.43
6336,7329.8,1941.2,-119.97
6337,7329.1,1942.9,-119.3
6338,7328.1,1945.3,-118.36
6339,7326.7,1948.5,-117.1
6340,7325,1952.6,-115.47
6341,7322.7,1957.8,-113.41
6342,7320,1964.2,-110.87
6343,7316.6,1972,-107.79
6344,7312.6,1981.2,-104.11
6345,7307.9,1992.2,-99.776
6346,7302.4,2004.9,-94.73
6347,7296,2019.5,-88.911
6348,7288.6,2036.3,-82.257
6349,7280.3,2055.3,-74.709
6350,7270.8,2076.6,-66.203
6351,7260.1,2100.6,-56.679
6352,7248.1,2127.2,-46.072
6353,7234.8,2156.7,-34.32
6354,7219.9,2189.1,-21.359
6355,7203.5,2224.7,-7.1247
6356,7185.3,2263.6,8.4462
6357,7165.3,2305.9,25.418
6358,7143.3,2351.8,43.855
6359,7119.2,2401.5,63.821
6360,7092.9,2454.9,85.38
6361,7064.1,2512.4,108.59
6362,7032.8,2574,133.53
6363,6998.7,2639.8,160.24
6364,6961.6,2710,188.8
6365,6921.4,2784.6,219.26
6366,6877.8,2863.8,251.68
6367,6830.7,2947.6,286.12
6368,6779.6,3036.2,322.64
6369,6724.5,3129.7,361.29
6370,6665,3228,402.13
6371,6600.8,3331.2,445.21
6372,6531.5,3439.5,490.57
6373,6456.9,3552.7,538.26
6374,6376.6,3671,588.33
6375,6290.1,3794.3,640.81
6376,6197.2,3922.6,695.76
6377,6097.2,4055.8,753.19
6378,5989.8,4193.9,813.14
6379,5874.4,4336.9,875.64
6380,5750.6,4484.6,940.7
6381,5617.6,4636.8,1008.4
6382,5475,4793.5,1078.6
6383,5322,4954.4,1151.4
6384,5158,5119.3,1226.9
6385,4982.1,5288,1304.9
6386,4793.6,5460.1,1385.5
6387,4591.6,5635.2,1468.6
6388,4375.1,5813,1554.2
6389,4145.4,5991.4,1641.5
6390,3911.1,6163.1,1726.9
6391,3673.2,6327.4,1810.1
6392,3432.2,6484.6,1891.2
6393,3188,6634.7,1970.1
6394,2940.9,6777.7,2046.9
6395,2691.2,6913.8,2121.5
6396,2438.9,7042.9,2194
6397,2184.3,7165.3,2264.4
6398,1927.6,7280.9,2332.6
6399,1669,7389.9,2398.8
6400,1408.5,7492.3,2462.8
6401,1146.5,7588.3,2524.7
6402,883.15,7677.8,2584.6
6403,618.57,7760.9,2642.3
6404,352.96,7837.9,2698
6405,86.536,7908.6,2751.6
6406,-180.53,7973.3,2803.1
6407,-448.05,8031.9,2852.6
6408,-715.84,8084.7,2900
6409,-983.71,8131.6,2945.5
6410,-1251.5,8172.9,2988.9
6411,-1519,8208.5,3030.3
6412,-1786,8238.6,3069.8
6413,-2052.3,8263.4,3107.2
6414,-2317.8,8282.9,3142.8
6415,-2582.4,8297.2,3176.5
6416,-2845.7,8306.5,3208.2
6417,-3107.8,8310.9,3238.1
6418,-3368.3,8310.5,3266.2
6419,-3627.2,8305.4,3292.4
6420,-3884.2,8295.9,3316.9
6421,-4139.3,8281.9,3339.6
6422,-4392.3,8263.8,3360.7
6423,-4643.1,8241.5,3380
6424,-4891.6,8215.3,3397.7
6425,-5137.5,8185.3,3413.9
6426,-5380.9,8151.7,3428.4
6427,-5621.6,8114.5,3441.5
6428,-5859.6,8074,3453.1
6429,-6094.6,8030.2,3463.2
6430,-6326.8,7983.4,3472
6431,-6556,7933.6,3479.4
6432,-6782.1,7881.1,3485.5
6433,-7005.2,7825.8,3490.3
6434,-7225.1,7768.1,3493.9
6435,-7441.9,7708,3496.4
6436,-7655.5,7645.5,3497.6
6437,-7866,7580.9,3497.9
6438,-8073.4,7514.3,3497
6439,-8277.6,7445.7,3495.1
6440,-8478.8,7375.3,3492.3
6441,-8676.9,7303.1,3488.5
6442,-8872,7229.2,3483.8
6443,-9064.1,7153.7,3478.2
6444,-9253.4,7076.7,3471.8
6445,-9440,6998.2,3464.5
6446,-9623.8,6918.2,3456.5
6447,-9805,6836.9,3447.7
6448,-9983.8,6754.1,3438.1
6449,-10160,6670,3427.8
6450,-10334,6584.6,3416.8
6451,-10506,6497.7,3405.1
6452,-10676,6409.4,3392.7
6453,-10845,6319.8,3379.5
6454,-11011,6228.6,3365.7
6455,-11176,6135.8,3351.2
6456,-11340,6041.5,3336
6457,-11503,5945.4,3320
6458,-11665,5847.6,3303.3
6459,-11825,5747.8,3285.8
6460,-11986,5645.9,3267.6
6461,-12144,5542.7,3248.6
6462,-12300,5438.4,3229.1
6463,-12455,5333.1,3209
6464,-12607,5226.7,3188.3
6465,-12757,5119.4,3167.1
6466,-12906,5011.2,3145.3
6467,-13052,4902.1,3123
6468,-13196,4792.1,3100.1
6469,-13337,4681.4,3076.8
6470,-13477,4570,3053
6471,-13615,4457.8,3028.7
6472,-13751,4345,3003.9
6473,-13885,4231.5,2978.8
6474,-14016,4117.4,2953.1
6475,-14146,4002.8,2927.1
6476,-14273,3887.6,2900.7
6477,-14399,3772,2873.8
6478,-14522,3655.8,2846.6
6479,-14644,3539.3,2819
6480,-14764,3422.3,2791.1
6481,-14881,3305,2762.8
6482,-14997,3187.3,2734.2
6483,-15111,3069.3,2705.3
6484,-15222,2951,2676
6485,-15332,2832.4,2646.5
6486,-15440,2713.5,2616.6
6487,-15546,2594.4,2586.5
6488,-15651,2475.1,2556.1
6489,-15753,2355.7,2525.5
6490,-15854,2236,2494.5
6491,-15953,2116.2,2463.4
6492,-16050,1996.3,2431.9
6493,-16145,1876.2,2400.3
6494,-16238,1756,2368.4
6495,-16330,1635.8,2336.3
6496,-16420,1515.4,2304
6497,-16508,1395,2271.5
6498,-16595,1274.5,2238.8
6499,-16680,1154,2205.8
6500,-16763,1033.4,2172.7
6501,-16845,912.84,2139.4
6502,-16925,792.24,2106
6503,-17004,671.61,2072.3
6504,-17081,550.99,2038.5
6505,-17156,430.36,2004.5
6506,-17230,309.74,1970.3
6507,-17302,189.13,1936
6508,-17373,68.529,1901.5
6509,-17442,-52.052,1866.9
6510,-17510,-172.61,1832.1
6511,-17576,-293.15,1797.2
6512,-17641,-413.66,1762.1
6513,-17705,-534.14,1726.9
6514,-17767,-654.6,1691.5
6515,-17827,-775.02,1656
6516,-17887,-895.42,1620.3
6517,-17944,-1015.8,1584.5
6518,-18001,-1136.1,1548.6
6519,-18056,-1256.4,1512.5
6520,-18110,-1376.7,1476.3
6521,-18162,-1497,1439.9
6522,-18213,-1617.2,1403.5
6523,-18263,-1737.4,1366.8
6524,-18312,-1857.6,1330.1
6525,-18359,-1977.8,1293.2
6526,-18405,-2098,1256.2
6527,-18449,-2218.1,1219
6528,-18493,-2338.2,1181.8
6529,-18535,-2458.3,1144.4
6530,-18576,-2578.5,1106.8
6531,-18615,-2698.6,1069.1
6532,-18654,-2818.9,1031.2
6533,-18691,-2939.9,993
6534,-18727,-3061.4,954.47
6535,-18762,-3183.4,915.63
6536,-18796,-3306,876.5
6537,-18829,-3429,837.08
6538,-18861,-3552.5,797.37
6539,-18891,-3676.4,757.38
6540,-18921,-3800.7,717.12
6541,-18949,-3925.4,676.59
6542,-18976,-4050.4,635.81
6543,-19001,-4175.8,594.78
6544,-19026,-4301.4,553.5
6545,-19049,-4427.4,511.99
6546,-19071,-4553.6,470.25
6547,-19091,-4680,428.3
6548,-19110,-4806.6,386.13
6549,-19128,-4933.4,343.76
6550,-19145,-5060.3,301.19
6551,-19160,-5187.4,258.44
6552,-19174,-5314.5,215.5
6553,-19186,-5441.7,172.4
6554,-19197,-5569,129.14
6555,-19207,-5696.2,85.725
6556,-19215,-5823.5,42.166
6557,-19222,-5950.7,-1.5282
6558,-19228,-6077.8,-45.348
6559,-19232,-6204.8,-89.286
6560,-19234,-6331.7,-133.33
6561,-19236,-6458.4,-177.48
6562,-19236,-6585,-221.71
6563,-19234,-6711.4,-266.03
6564,-19231,-6837.5,-310.42
6565,-19227,-6963.4,-354.87
6566,-19221,-7089,-399.38
6567,-19214,-7214.3,-443.93
6568,-19206,-7339.3,-488.52
6569,-19196,-7463.9,-533.13
6570,-19184,-7588.1,-577.77
6571,-19172,-7712,-622.41
6572,-19158,-7835.4,-667.05
6573,-19142,-7958.3,-711.69
6574,-19125,-8080.8,-756.31
6575,-19107,-8202.8,-800.9
6576,-19088,-8324.3,-845.46
6577,-19067,-8445.2,-889.97
6578,-19044,-8565.5,-934.43
6579,-19021,-8685.3,-978.83
6580,-18996,-8804.5,-1023.2
6581,-18970,-8923,-1067.4
6582,-18942,-9040.9,-1111.6
6583,-18914,-9158.2,-1155.7
6584,-18883,-9274.7,-1199.7
6585,-18852,-9390.6,-1243.5
6586,-18820,-9505.7,-1287.3
6587,-18786,-9620.1,-1330.9
6588,-18751,-9733.8,-1374.4
6589,-18714,-9846.7,-1417.8
6590,-18677,-9958.8,-1461
6591,-18638,-10070,-1504.1
6592,-18599,-10181,-1547
6593,-18558,-10290,-1589.7
6594,-18516,-10399,-1632.3
6595,-18473,-10507,-1674.7
6596,-18428,-10614,-1716.9
6597,-18383,-10720,-1758.9
6598,-18336,-10826,-1800.7
6599,-18289,-10930,-1842.3
6600,-18241,-11034,-1883.7
6601,-18191,-11136,-1924.9
6602,-18141,-11238,-1965.9
6603,-18089,-11339,-2006.7
6604,-18037,-11438,-2047.2
6605,-17983,-11537,-2087.5
6606,-17929,-11635,-2127.6
6607,-17874,-11732,-2167.4
6608,-17818,-11828,-2207
6609,-17761,-11923,-2246.3
6610,-17703,-12017,-2285.4
6611,-17644,-12110,-2324.2
6612,-17585,-12202,-2362.7
6613,-17525,-12293,-2401
6614,-17464,-12383,-2439.1
6615,-17402,-12471,-2476.8
6616,-17339,-12559,-2514.3
6617,-17276,-12646,-2551.5
6618,-17212,-12732,-2588.5
6619,-17147,-12817,-2625.2
6620,-17082,-12901,-2661.5
6621,-17016,-12984,-2697.6
6622,-16950,-13066,-2733.5
6623,-16882,-13147,-2769
6624,-16814,-13227,-2804.2
6625,-16746,-13306,-2839.2
6626,-16677,-13384,-2873.9
6627,-16608,-13461,-2908.3
6628,-16537,-13536,-2942.3
6629,-16467,-13611,-2976.1
6630,-16396,-13685,-3009.7
6631,-16324,-13758,-3042.9
6632,-16252,-13830,-3075.8
6633,-16179,-13901,-3108.4
6634,-16106,-13971,-3140.8
6635,-16033,-14040,-3172.8
6636,-15959,-14108,-3204.6
6637,-15885,-14175,-3236.1
6638,-15810,-14242,-3267.2
6639,-15735,-14307,-3298.1
6640,-15660,-14371,-3328.7
6641,-15584,-14434,-3359
6642,-15508,-14497,-3389.1
6643,-15431,-14558,-3418.8
6644,-15354,-14619,-3448.3
6645,-15277,-14678,-3477.4
6646,-15199,-14737,-3506.3
6647,-15122,-14795,-3534.9
6648,-15044,-14852,-3563.3
6649,-14965,-14908,-3591.3
6650,-14887,-14963,-3619.1
6651,-14808,-15017,-3646.6
6652,-14728,-15071,-3673.8
6653,-14649,-15123,-3700.8
6654,-14569,-15175,-3727.5
6655,-14489,-15226,-3753.9
6656,-14409,-15276,-3780
6657,-14328,-15325,-3805.9
6658,-14248,-15374,-3831.6
6659,-14167,-15422,-3856.9
6660,-14086,-15468,-3882.1
6661,-14004,-15514,-3906.9
6662,-13923,-15560,-3931.5
6663,-13841,-15604,-3955.9
6664,-13759,-15648,-3980
6665,-13677,-15691,-4003.9
6666,-13594,-15733,-4027.5
6667,-13512,-15774,-4050.9
6668,-13429,-15815,-4074.1
6669,-13346,-15855,-4097
6670,-13263,-15894,-4119.6
6671,-13179,-15933,-4142.1
6672,-13095,-15970,-4164.3
6673,-13012,-16007,-4186.3
6674,-12927,-16044,-4208.1
6675,-12843,-16079,-4229.6
6676,-12759,-16114,-4250.9
6677,-12674,-16149,-4272.1
6678,-12589,-16182,-4293
6679,-12504,-16215,-4313.6
6680,-12418,-16247,-4334.1
6681,-12333,-16279,-4354.4
6682,-12247,-16310,-4374.4
6683,-12161,-16340,-4394.3
6684,-12075,-16370,-4413.9
6685,-11988,-16399,-4433.4
6686,-11901,-16427,-4452.6
6687,-11814,-16454,-4471.7
6688,-11727,-16481,-4490.5
6689,-11639,-16508,-4509.2
6690,-11551,-16534,-4527.7
6691,-11463,-16559,-4546
6692,-11374,-16583,-4564.1
6693,-11286,-16607,-4582
6694,-11197,-16630,-4599.7
6695,-11107,-16653,-4617.3
6696,-11017,-16675,-4634.6
6697,-10927,-16696,-4651.8
6698,-10837,-16717,-4668.8
6699,-10746,-16737,-4685.6
6700,-10655,-16757,-4702.3
6701,-10564,-16776,-4718.7
6702,-10472,-16794,-4735
6703,-10380,-16812,-4751.2
6704,-10287,-16829,-4767.1
6705,-10194,-16845,-4782.9
6706,-10101,-16861,-4798.5
6707,-10007,-16876,-4813.9
6708,-9912.5,-16891,-4829.2
6709,-9817.8,-16905,-4844.2
6710,-9722.6,-16918,-4859.2
6711,-9626.9,-16931,-4873.9
6712,-9530.8,-16943,-4888.5
6713,-9434.2,-16954,-4902.8
6714,-9337.1,-16965,-4917.1
6715,-9239.5,-16975,-4931.1
6716,-9141.3,-16984,-4945
6717,-9042.7,-16993,-4958.7
6718,-8943.5,-17001,-4972.2
6719,-8843.7,-17008,-4985.5
6720,-8743.4,-17015,-4998.7
6721,-8642.5,-17021,-5011.6
6722,-8541,-17026,-5024.4
6723,-8438.9,-17031,-5037
6724,-8336.3,-17034,-5049.4
6725,-8233,-17038,-5061.7
6726,-8129,-17040,-5073.7
6727,-8024.5,-17042,-5085.5
6728,-7919.2,-17042,-5097.2
6729,-7813.4,-17043,-5108.6
6730,-7706.8,-17042,-5119.9
6731,-7599.6,-17040,-5130.9
6732,-7491.7,-17038,-5141.8
6733,-7383.1,-17035,-5152.4
6734,-7273.7,-17031,-5162.8
6735,-7163.7,-17026,-5173
6736,-7052.9,-17020,-5183
6737,-6941.4,-17014,-5192.7
6738,-6829.2,-17006,-5202.2
6739,-6716.2,-16998,-5211.5
6740,-6602.4,-16989,-5220.5
6741,-6487.9,-16979,-5229.3
6742,-6372.6,-16967,-5237.8
6743,-6256.6,-16955,-5246.1
6744,-6139.7,-16942,-5254.1
6745,-6022.1,-16928,-5261.9
6746,-5903.6,-16913,-5269.4
6747,-5784.4,-16896,-5276.6
6748,-5664.3,-16879,-5283.5
6749,-5543.4,-16861,-5290.1
6750,-5421.8,-16841,-5296.4
6751,-5299.3,-16821,-5302.5
6752,-5176,-16799,-5308.2
6753,-5051.9,-16776,-5313.6
6754,-4926.9,-16752,-5318.6
6755,-4801.2,-16727,-5323.4
6756,-4674.6,-16700,-5327.8
6757,-4547.2,-16672,-5331.8
6758,-4419,-16643,-5335.5
6759,-4290,-16613,-5338.8
6760,-4160.1,-16581,-5341.7
6761,-4029.5,-16548,-5344.3
6762,-3898.1,-16514,-5346.5
6763,-3765.8,-16478,-5348.2
6764,-3632.8,-16441,-5349.6
6765,-3499.1,-16402,-5350.5
6766,-3364.5,-16362,-5351
6767,-3229.2,-16320,-5351.1
6768,-3093.2,-16277,-5350.7
6769,-2956.4,-16232,-5349.9
6770,-2818.9,-16186,-5348.6
6771,-2680.7,-16138,-5346.8
6772,-2541.8,-16089,-5344.5
6773,-2402.2,-16038,-5341.8
6774,-2262,-15985,-5338.5
6775,-2121.1,-15931,-5334.7
6776,-1979.6,-15875,-5330.4
6777,-1837.5,-15817,-5325.6
6778,-1694.8,-15757,-5320.2
6779,-1551.6,-15696,-5314.2
6780,-1407.8,-15633,-5307.7
6781,-1263.5,-15568,-5300.6
6782,-1118.8,-15501,-5292.9
6783,-973.54,-15432,-5284.5
6784,-827.9,-15362,-5275.6
6785,-681.87,-15289,-5266.1
6786,-535.47,-15215,-5255.9
6787,-388.74,-15139,-5245.1
6788,-241.71,-15060,-5233.7
6789,-94.424,-14980,-5221.5
6790,53.095,-14898,-5208.7
6791,200.81,-14814,-5195.3
6792,348.67,-14727,-5181.1
6793,496.65,-14639,-5166.2
6794,644.7,-14549,-5150.6
6795,792.78,-14456,-5134.3
6796,940.85,-14362,-5117.3
6797,1088.9,-14265,-5099.5
6798,1236.8,-14166,-5081
6799,1384.6,-14065,-5061.7
6800,1532.1,-13962,-5041.7
6801,1679.5,-13857,-5020.9
6802,1826.5,-13750,-4999.3
6803,1973.3,-13641,-4976.9
6804,2119.6,-13529,-4953.7
6805,2265.5,-13415,-4929.8
6806,2410.9,-13300,-4905
6807,2555.7,-13182,-4879.4
6808,2700,-13061,-4853
6809,2843.6,-12939,-4825.8
6810,2986.5,-12815,-4797.8
6811,3128.6,-12688,-4768.9
6812,3269.9,-12559,-4739.2
6813,3410.3,-12428,-4708.6
6814,3549.8,-12295,-4677.2
6815,3688.3,-12160,-4645
6816,3825.8,-12023,-4611.9
6817,3962.2,-11884,-4577.9
6818,4097.3,-11742,-4543.2
6819,4231.3,-11599,-4507.5
6820,4364,-11454,-4471
6821,4495.3,-11306,-4433.7
6822,4625.3,-11157,-4395.5
6823,4753.8,-11005,-4356.4
6824,4881.6,-10851,-4316.3
6825,5009.4,-10692,-4274.7
6826,5137.1,-10530,-4231.7
6827,5264.4,-10364,-4187.4
6828,5391,-10193,-4141.6
6829,5516.8,-10020,-4094.5
6830,5641.6,-9842.4,-4046
6831,5765,-9661.6,-3996.2
6832,5887,-9477.5,-3945
6833,6007.3,-9290.1,-3892.6
6834,6125.8,-9099.6,-3838.8
6835,6242.2,-8906.1,-3783.8
6836,6356.4,-8709.7,-3727.5
6837,6468.2,-8510.5,-3670
6838,6577.4,-8308.8,-3611.3
6839,6683.9,-8104.5,-3551.4
6840,6787.6,-7897.9,-3490.4
6841,6888.2,-7689.1,-3428.3
6842,6985.7,-7478.2,-3365.2
6843,7080,-7265.3,-3301
6844,7170.8,-7050.6,-3235.8
6845,7258.2,-6834.3,-3169.6
6846,7342,-6616.4,-3102.6
6847,7422.1,-6397.2,-3034.6
6848,7498.4,-6176.6,-2965.8
6849,7570.9,-5954.9,-2896.1
6850,7639.4,-5732.3,-2825.7
6851,7704,-5508.7,-2754.6
6852,7764.5,-5284.4,-2682.7
6853,7820.8,-5059.5,-2610.2
6854,7873,-4834.2,-2537.1
6855,7921.1,-4608.4,-2463.4
6856,7964.8,-4382.4,-2389.1
6857,8004.3,-4156.2,-2314.4
6858,8039.5,-3930,-2239.1
6859,8070.4,-3703.9,-2163.4
6860,8097,-3478,-2087.3
6861,8119.2,-3252.4,-2010.9
6862,8137.1,-3027.2,-1934.1
6863,8150.6,-2802.5,-1857
6864,8159.7,-2578.3,-1779.6
6865,8164.5,-2354.8,-1702
